cost,yaw,pitch,roll
11.771873860924153,2.2105663126970376,-0.03574699350736337,-0.10244035491986873
5.9219602200101,2.1925498962114642,0.006625710559626434,-0.07666850839549544
4.510967212597293,2.186013488453106,0.014469283987154547,-0.06558663761389484
2.1108735764887885,2.1799823859216994,0.015808027819624357,-0.04313907547621728
0.2151151756603767,2.178775203224679,0.011036695234755624,-0.009659530731640083
0.44423704775177736,2.1772350669961242,0.008404643868151984,0.019328709455142437
0.9703697675392379,2.1858740934964067,0.01632551685053319,0.026530119997885324
1.2997170210300688,2.1817741049976718,0.03122084095539708,0.018027093805377207
1.730808297272947,2.1727235721856513,0.0404080737359098,0.00989928655137448
0.8172044805166677,2.1676169639685785,0.02828673086052631,0.004131021391958187
0.04587786882749787,2.173419264312784,-0.005273861744488926,-0.0042502060100087025
3.022227667483439,2.181357599631279,-0.04923299548278522,-0.024460985738017374
6.7300482927682195,2.1766475483215784,-0.05883401969794607,-0.0571717274441652
12.358712337156726,2.157052347188306,-0.0644068488937385,-0.09061164468618733
17.890682087128216,2.1367664121501067,-0.06051517943527465,-0.11928367509866858
10.124812885798312,2.110047730926885,-0.01725701032481492,-0.09913126893391178
5.318104229608573,2.092970831045025,0.014436529057758248,-0.07148210166449413
3.933703614084889,2.085817669459441,0.019607215454528006,-0.05957567218424486
1.4715614077891868,2.0808345714056924,0.017578253178863308,-0.034096428302227914
0.09830314929545589,2.080767192912392,0.009850415764495154,-0.0011280330500660193
0.9414884347173365,2.0828345016318828,0.003909114949433769,0.030433653330309358
0.9046245033591834,2.093550600310425,0.01756787804875808,0.024412991709807864
1.3325438698078595,2.088239897818887,0.03230266502137018,0.017002402839746123
1.4441630585900012,2.079448752958365,0.036932803880400406,0.00895159517191667
0.3500277608953083,2.076746484658997,0.01859041641137646,0.0021033731354500834
0.3821238315836911,2.0843246419662966,-0.016685715748575865,-0.01018384610750862
4.104103844092686,2.0913123015166435,-0.051521997292076134,-0.038073450580791666
7.62750589948895,2.0818336990912063,-0.0530296601634296,-0.06939280252619949
13.803755637918684,2.061440236437096,-0.05637322387405312,-0.10308159519509082
15.047617459864938,2.0416312816774194,-0.037065270102558764,-0.11693495291010854
7.8638768043300455,2.0152472923025635,0.0035373362324813977,-0.08860792321631526
4.694707798720465,2.004135165495982,0.021007048930786205,-0.06521818530088076
3.628684132900355,1.9964631859530442,0.026188277974360376,-0.054248117291183354
0.8619158153750864,1.9928559041419134,0.017565720670433285,-0.023523632217482895
0.12307253480799561,1.993032216223268,0.00614321272407005,0.009237611825294428
1.486734318298715,1.9987778052397844,0.001779761716833532,0.03851709706779586
0.917953080021717,2.0055811016597724,0.018440175141701806,0.024039821562671378
1.2648135938373661,1.9972585153203326,0.030908409400436567,0.017592152289369552
0.8953845347560452,1.9864878068296032,0.028705812730676246,0.008447535156919483
0.02393979811958295,1.9857872539126409,0.004446203025020247,-0.0020423214193372573
1.675228164745666,1.9924444017283904,-0.034576917265500655,-0.021901254693747308
5.273046076037548,1.9939022598238694,-0.047624360331543984,-0.05481757363335966
9.263181275909528,1.9780963121994464,-0.04500536876345003,-0.08507466167064906
16.696974744887886,1.9566179564068793,-0.04587737633373599,-0.12079834885303957
12.67328643753348,1.9347240469396194,-0.01283236960787958,-0.11184192741445513
6.088490202850414,1.9087557098456849,0.024498543919414088,-0.07408313943589967
4.199774723870112,1.8995035388000499,0.030054479776175747,-0.057415180651579904
2.8020787389859954,1.8924227323702512,0.030985409632052225,-0.04291833091954905
0.3870067594708293,1.8917834741768622,0.016242786289546715,-0.011098587884183397
0.39788630329548713,1.8938748548311106,0.0018733413529860654,0.019858924831689138
1.2904393873059457,1.902265552260277,0.0024419679636144605,0.035839589559181984
1.0287452015570349,1.9035237325648362,0.020299878177406527,0.024832642782021595
1.3502156092763349,1.8937371483069705,0.03123858457631464,0.019348551443060844
0.601988209737471,1.8845320531967393,0.023254276122717892,0.007824758893784752
0.15452168983220113,1.8864819614425576,-0.007600470905636852,-0.0098363881503715
3.6536220797686116,1.89370142273878,-0.043015584806922205,-0.04246506262196131
7.591122335994833,1.8887571802716332,-0.04194499267464782,-0.0763658295674091
13.266519249673099,1.8698912391580933,-0.0373137466157494,-0.1089688192244403
19.438537868940035,1.850494948983969,-0.02634135258119082,-0.1369111792847225
11.574437453805903,1.8249592465258822,0.010113957206602162,-0.10710810111018178
6.078800636338299,1.8042592804631858,0.03696565126093291,-0.06864649490828638
4.6506991310444645,1.797410680108478,0.03899107384396216,-0.0559499355811886
1.8165619073059192,1.7930202401803963,0.02930330693879007,-0.030949605970948594
0.12448546294899303,1.7933115559250339,0.01115597066623905,0.00017257300775865491
0.8904135993470695,1.7960563685117648,-0.005213111482600467,0.02938089631064799
0.8940932092774053,1.8059182610771007,0.003515040606884322,0.029694068411205622
1.012029404474789,1.8018052800918352,0.019776499282000256,0.024918255970750286
1.0517427901604457,1.7935473940141256,0.027127368021180102,0.01777213252268565
0.23799815382929965,1.7888011772484482,0.014347324113102087,0.005670312568359797
0.4743767578994304,1.7961209653034114,-0.014706031292588453,-0.016065783563861416
4.084591110286174,1.8031368213085366,-0.03847991866275466,-0.051028295777871706
7.230531244993134,1.7934902573835445,-0.03048170583707412,-0.07938133819894456
12.80609764776339,1.7731929865166542,-0.023342967150531132,-0.11073031893918041
15.274514935087529,1.7534060443236579,-0.003696550753851262,-0.12353481471881411
8.058255393447158,1.7273734342507026,0.026818880407781093,-0.08566798145818713
4.63620823019335,1.7146591191388372,0.039462215123109205,-0.0554882132328191
3.4960085051662433,1.7073241021737335,0.040305844272695235,-0.04326022910978956
1.0108750084322062,1.7043910591896843,0.025708288220586798,-0.018707189131439393
0.10864784898269986,1.7046888280881434,0.005857096833593984,0.008622196104508595
1.3409157140285166,1.7090822800798742,-0.008441911373492613,0.03563214625012943
0.9097501677866052,1.7158491637705675,0.010008170825487635,0.028453236802066358
1.3684094631500705,1.708199727224632,0.025842333890450868,0.02646853305803941
1.2320411723572866,1.698060621841933,0.029677477693986414,0.0187426916444844
0.1139233420190609,1.6982217022286978,0.009914777602665778,0.003952281253749277
1.145320775383536,1.7061822295978994,-0.021741389366672782,-0.025935164618530255
5.232292056554971,1.71121093735572,-0.03177011959913329,-0.0649842408373887
9.635668028072535,1.6981712226696821,-0.021190546152305263,-0.09584690282862329
17.468298338261107,1.6783280175204347,-0.01144667839401426,-0.131671074621593
14.401728203943843,1.6580654398086645,0.018398943519722943,-0.11858839353537887
7.422811139571516,1.633780046209316,0.0439849441788876,-0.07408195343774122
5.238731156694751,1.624209177722783,0.04951003975623174,-0.05279665822787558
3.3025433868253296,1.6191379074601604,0.04472280853767505,-0.03608897038331502
0.47019580316166787,1.6183655881282335,0.020203156582793824,-0.007875802641812613
0.3061698405011844,1.618683562374779,-0.0021075945109624143,0.017370316228513098
1.2691939485100616,1.6257470572465766,-0.009135938835975289,0.03443440968123862
1.0037834375377934,1.6273745034193043,0.011614087918513101,0.029477048688069867
1.5313207128468092,1.6184713170721257,0.02661855754245511,0.02868402181016141
1.0264732011709257,1.6097666119946126,0.025845401175987007,0.01893379093639768
0.01384984474884305,1.614052910078825,0.0034898724635067774,-0.001292530439602947
2.241881504908668,1.6233636556240991,-0.0263460861679327,-0.03934164776087211
6.424407625992173,1.6260294918838494,-0.023971052456351397,-0.07648396086845283
11.650270921196581,1.6105667866027935,-0.010254342486453925,-0.10744821720888201
18.678668687183237,1.59122669417788,0.005819469177047625,-0.13654597198628976
11.261902431836008,1.5681189883503095,0.03434615389431085,-0.1004103786692607
5.636305519953304,1.547626848930065,0.05074165695660259,-0.05533163443502973
4.117825888060647,1.5416039232038734,0.0491059073561227,-0.04130902747333253
2.1311632486230403,1.5369693693517728,0.039172139316292806,-0.02442758174703316
0.24037463967090897,1.5350308505166,0.015500352737812972,-0.00033720123707197286
0.4889295175188905,1.5343529821666524,-0.006859635661635546,0.021020821014139966
0.8307536005289862,1.5424999839601312,-0.0066451811453995795,0.02804630400023882
0.8862140407898987,1.5399845556671958,0.011283559786576206,0.027548054728649338
1.221033004764126,1.5302158203337024,0.023311941097596493,0.02603048994979383
0.549758860420305,1.5219122182398566,0.018678115214682777,0.014173456616060206
0.15976101217554875,1.526141888799032,-0.003888268541643216,-0.012026736046143878
3.610948026715992,1.534645836693751,-0.026296215307369745,-0.05403200058506482
6.939378604368749,1.5304079448684849,-0.013178257725306316,-0.08225394900972326
11.980309136577294,1.5106224558061494,0.002386006452141264,-0.10942858908798758
17.654576101109928,1.4904336561897527,0.022742508970957184,-0.13090971845824076
9.81005391297282,1.4650047688526604,0.044765027956879054,-0.08835239773199513
4.717272680663071,1.4486753289370147,0.051397967900228346,-0.045557892580651356
